danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Clusters
0.435,0.987,1,-4.667,0,0.16,0.000195,0.0847,0.268,0.101,103.16,365827,4,2
0.528,0.937,4,-6.399,0,0.106,0.0637,1.91e-05,0.406,0.13,137.892,309203,4,2
0.393,0.874,7,-5.566,1,0.0582,3.11e-05,0.0265,0.12,0.378,155.013,228738,4,2
0.483,0.893,4,-3.785,0,0.0652,0.018,0.00075,0.162,0.2,131.681,244760,4,2
0.488,0.851,11,-8.979,0,0.0396,0.00328,0.00222,0.087,0.22,103.974,237115,4,7
0.349,0.907,1,-4.545,1,0.142,4.51e-05,5.62e-05,0.196,0.326,164.057,189499,4,2
0.358,0.94,6,-5.808,1,0.0794,9.42e-05,0.286,0.0845,0.131,184.072,321520,4,2
0.439,0.975,1,-3.798,1,0.131,0.000105,8.59e-05,0.228,0.636,172.018,246827,4,2
0.402,0.974,4,-4.83,0,0.101,5.31e-05,0.0675,0.0459,0.433,162.014,239093,4,2
0.612,0.526,0,-8.558,0,0.0272,0.727,0.0331,0.183,0.594,129.341,429267,4,3
0.599,0.444,5,-8.648,0,0.044,0.82,0.000474,0.122,0.508,142.81,369387,4,3
0.612,0.493,5,-8.589,0,0.0467,0.804,0.266,0.202,0.484,126.358,570720,4,3
0.616,0.434,5,-7.257,0,0.031,0.581,0.0,0.131,0.404,108.467,505453,4,3
0.513,0.242,8,-17.455,1,0.0388,0.824,0.879,0.083,0.216,117.618,405480,4,0
0.678,0.372,10,-12.272,0,0.0254,0.576,0.209,0.0957,0.716,99.162,305286,4,3
0.742,0.671,5,-8.142,0,0.0407,0.794,0.00441,0.122,0.591,127.359,438280,4,3
0.679,0.513,2,-9.073,0,0.0312,0.428,0.00152,0.165,0.762,91.392,203160,4,5
0.623,0.66,10,-9.175,0,0.0376,0.484,0.918,0.0631,0.562,110.221,299067,4,9
0.533,0.562,0,-11.016,1,0.0306,0.664,0.00695,0.0804,0.724,68.344,408267,4,3
0.411,0.465,5,-9.76,0,0.126,0.725,0.528,0.945,0.59,66.151,445067,4,4
0.538,0.427,5,-9.014,0,0.0372,0.91,0.876,0.113,0.391,74.885,205094,4,3
0.803,0.335,8,-13.331,1,0.0451,0.579,0.0128,0.0849,0.786,132.682,330440,4,3
0.531,0.366,5,-11.697,0,0.0496,0.911,0.88,0.0916,0.785,81.867,482440,4,0
0.414,0.559,2,-11.533,0,0.0334,0.588,0.933,0.104,0.543,118.317,370493,4,9
0.438,0.193,4,-12.4,1,0.0545,0.944,0.744,0.0894,0.19,66.841,284530,4,0
0.456,0.222,0,-16.879,1,0.0354,0.938,0.806,0.24,0.15,112.725,392000,4,0
0.464,0.274,2,-15.132,1,0.0331,0.911,0.784,0.128,0.28,130.62,442185,4,0
0.625,0.472,7,-13.095,0,0.0445,0.176,0.827,0.131,0.379,91.521,340227,4,9
0.565,0.52,11,-8.307,0,0.0756,0.849,0.928,0.111,0.358,83.498,217133,4,3
0.575,0.483,5,-9.651,0,0.0676,0.105,0.863,0.136,0.812,100.413,380747,4,9
0.515,0.583,0,-8.182,0,0.0284,0.749,0.000294,0.123,0.414,116.11,333947,4,3
0.506,0.493,8,-7.759,1,0.0427,0.798,0.00355,0.307,0.584,134.77,644013,4,3
0.376,0.278,0,-8.597,0,0.0416,0.912,0.886,0.0728,0.199,62.055,429040,4,0
0.542,0.32,8,-9.975,1,0.0387,0.907,0.649,0.0609,0.206,116.648,193840,4,3
0.538,0.52,7,-10.127,0,0.0408,0.715,0.0175,0.0676,0.764,83.816,256800,4,3
0.54,0.669,5,-11.887,0,0.0463,0.698,0.66,0.111,0.839,120.875,264347,4,3
0.605,0.128,0,-18.793,0,0.109,0.931,0.601,0.127,0.796,148.197,240267,4,0
0.516,0.374,10,-10.388,0,0.0341,0.915,0.803,0.111,0.769,145.449,398027,5,3
0.628,0.321,6,-11.581,1,0.0345,0.875,0.923,0.0995,0.377,83.315,260267,4,0
0.46,0.633,5,-7.153,0,0.0404,0.613,0.0,0.274,0.515,106.331,503787,3,6
0.465,0.272,7,-16.583,0,0.0431,0.909,0.534,0.698,0.269,105.922,692610,4,0
0.512,0.273,9,-16.022,0,0.037,0.869,0.129,0.109,0.204,100.819,324333,3,6
0.693,0.374,10,-9.256,1,0.118,0.735,3.67e-05,0.053,0.502,97.956,301961,4,3
0.26,0.203,7,-12.231,0,0.0353,0.99,0.944,0.134,0.064,173.503,343280,3,6
0.586,0.544,6,-12.142,0,0.045,0.475,0.886,0.0754,0.302,96.975,342986,4,9
0.451,0.368,7,-11.248,1,0.0403,0.963,0.889,0.082,0.228,115.975,368387,3,6
0.459,0.218,10,-17.08,0,0.0451,0.93,0.0447,0.0947,0.352,142.838,311107,3,6
0.406,0.746,10,-7.838,1,0.0524,0.403,0.0816,0.305,0.59,93.056,441427,4,1
0.513,0.62,5,-10.926,0,0.0469,0.0989,0.886,0.133,0.501,96.974,457133,4,9
0.6,0.34,1,-15.907,1,0.0285,0.719,0.864,0.141,0.57,114.319,254267,4,0
0.517,0.663,2,-7.259,1,0.218,0.0408,0.0305,0.293,0.529,91.746,236307,4,8
0.775,0.571,8,-8.097,1,0.0342,0.0291,0.0882,0.0941,0.379,97.491,307627,4,1
0.421,0.693,5,-11.425,0,0.0337,0.0933,1.61e-05,0.0903,0.858,99.973,470640,4,5
0.602,0.455,7,-15.298,1,0.0392,0.787,0.793,0.0679,0.754,92.037,408467,4,0
0.752,0.711,0,-10.765,0,0.0618,0.422,0.76,0.0745,0.829,89.624,387027,4,9
0.483,0.45,5,-9.47,0,0.0383,0.482,0.0,0.28,0.664,149.605,376333,4,3
0.546,0.428,10,-11.224,0,0.0402,0.623,0.000856,0.31,0.558,119.845,358440,4,3
0.571,0.293,0,-11.914,0,0.0385,0.828,0.179,0.112,0.23,82.745,480000,4,3
0.58,0.48,7,-7.682,0,0.0339,0.837,0.00432,0.171,0.48,108.892,563613,4,3
0.473,0.67,8,-7.756,1,0.0353,0.446,3.15e-06,0.0957,0.808,152.484,625293,4,3
0.508,0.253,3,-17.518,1,0.0487,0.471,0.246,0.121,0.579,95.527,523760,4,3
0.651,0.252,5,-16.168,0,0.0588,0.804,0.0287,0.0943,0.428,121.263,403200,4,3
0.5,0.251,0,-12.981,0,0.0474,0.885,0.00165,0.248,0.697,174.935,186067,4,3
0.494,0.389,9,-14.222,0,0.0345,0.829,0.903,0.689,0.181,95.363,441333,4,0
0.418,0.227,4,-15.537,0,0.0379,0.912,0.822,0.0956,0.21,103.586,395560,4,0
0.546,0.493,3,-9.899,0,0.0338,0.784,0.831,0.116,0.312,123.415,339707,4,3
0.284,0.0811,8,-19.99,1,0.0351,0.937,0.105,0.0857,0.366,83.836,243253,3,6
0.353,0.233,2,-13.986,0,0.0388,0.898,0.386,0.163,0.112,71.364,624893,3,6
0.601,0.19,8,-15.123,1,0.05,0.943,0.106,0.102,0.179,135.401,315320,4,3
0.581,0.163,0,-16.612,0,0.0547,0.926,0.861,0.116,0.448,88.101,347773,4,0
0.505,0.159,7,-11.235,0,0.0336,0.946,0.0127,0.212,0.196,59.385,295200,4,3
0.624,0.358,5,-9.243,0,0.0396,0.807,0.389,0.106,0.506,123.665,259040,4,3
0.551,0.667,5,-6.915,1,0.0336,0.501,0.00255,0.308,0.721,95.541,404147,4,3
0.501,0.549,3,-8.263,1,0.0541,0.709,0.000213,0.144,0.773,169.544,291107,4,8
0.509,0.224,0,-11.123,1,0.0327,0.736,0.301,0.327,0.17,112.355,403360,4,3
0.5,0.122,3,-15.333,1,0.0412,0.975,0.0627,0.14,0.384,66.824,370360,4,3
0.382,0.239,6,-12.423,1,0.0325,0.94,0.755,0.106,0.141,67.643,176297,3,6
0.478,0.32,8,-10.707,1,0.0285,0.833,0.000322,0.0977,0.153,65.819,207172,4,3
0.631,0.514,5,-6.68,0,0.029,0.677,0.868,0.106,0.768,118.876,297680,4,9
0.603,0.57,2,-12.545,1,0.0512,0.265,0.827,0.0813,0.483,116.322,339333,4,9
0.759,0.783,3,-5.601,1,0.0871,0.132,0.0166,0.0234,0.67,115.761,139105,4,8
0.697,0.446,3,-11.925,0,0.0397,0.395,0.00122,0.152,0.526,98.656,490560,4,3
0.446,0.731,0,-9.752,1,0.0439,0.081,0.426,0.177,0.283,123.188,396040,4,9
0.581,0.683,2,-9.847,0,0.039,0.439,0.00734,0.0647,0.607,97.839,369533,4,5
0.37,0.542,1,-10.366,1,0.0387,0.223,0.545,0.103,0.142,121.716,288564,4,9
0.269,0.604,10,-8.945,0,0.041,0.79,0.378,0.102,0.335,65.288,377236,3,6
0.559,0.522,9,-10.584,1,0.0323,0.746,0.831,0.134,0.36,128.011,351640,4,9
0.482,0.362,2,-13.694,1,0.0691,0.865,0.705,0.947,0.514,168.976,270827,4,4
0.465,0.644,8,-7.646,1,0.106,0.496,0.179,0.176,0.355,81.896,504867,4,3
0.588,0.211,8,-18.223,0,0.0406,0.767,5.27e-05,0.0813,0.433,135.701,283200,4,3
0.472,0.478,6,-9.504,1,0.044,0.698,1.46e-05,0.13,0.478,140.766,425067,4,3
0.346,0.333,8,-15.558,1,0.0343,0.724,0.774,0.128,0.228,85.225,277000,4,0
0.482,0.33,9,-15.059,1,0.0358,0.776,0.787,0.103,0.381,134.433,453893,4,0
0.488,0.146,5,-12.949,1,0.0349,0.926,0.0291,0.105,0.149,114.464,366280,4,3
0.442,0.304,3,-9.295,1,0.0323,0.978,0.904,0.12,0.296,89.624,256907,4,0
0.477,0.559,10,-9.932,1,0.0314,0.896,0.641,0.112,0.706,94.022,241760,4,3
0.61,0.508,0,-11.471,1,0.0436,0.909,0.835,0.156,0.557,125.491,329160,4,3
0.739,0.479,5,-17.655,1,0.0478,0.465,0.0445,0.0633,0.785,128.067,417000,4,3
0.341,0.182,5,-13.125,1,0.0386,0.766,0.8,0.103,0.174,139.051,223707,4,0
0.519,0.0321,10,-27.291,0,0.0492,0.985,0.663,0.113,0.311,113.233,337240,4,0
0.412,0.402,1,-15.442,1,0.0306,0.864,0.908,0.14,0.455,134.189,393720,4,0
0.571,0.28,2,-16.64,1,0.0305,0.704,0.0158,0.0813,0.177,128.868,418960,4,3
0.421,0.307,4,-14.987,0,0.0308,0.891,0.765,0.135,0.206,113.873,355880,3,6
0.399,0.0123,10,-20.625,1,0.0449,0.958,0.485,0.113,0.279,107.924,160720,4,0
0.333,0.445,7,-12.612,0,0.0335,0.602,0.494,0.0783,0.352,131.102,514413,3,6
0.646,0.683,0,-12.509,1,0.0294,0.105,0.254,0.155,0.75,113.921,446320,4,8
0.495,0.602,0,-11.236,1,0.0327,0.148,0.0204,0.112,0.369,123.94,363840,4,8
0.529,0.527,7,-10.105,1,0.0543,0.595,0.00269,0.117,0.403,130.443,699653,4,3
0.388,0.28,4,-14.867,0,0.0486,0.917,0.932,0.125,0.119,84.983,346200,4,0
0.493,0.0757,4,-22.923,0,0.0415,0.978,0.735,0.109,0.0698,110.491,205093,3,6
0.89,0.46,2,-8.155,1,0.0359,0.432,0.0,0.11,0.677,112.555,176078,3,8
0.607,0.629,2,-10.509,1,0.0406,0.375,0.0806,0.0844,0.688,101.974,254722,4,8
0.623,0.824,6,-8.971,0,0.0479,0.0195,0.13,0.0491,0.574,111.356,279933,4,7
0.85,0.669,10,-9.562,1,0.0379,0.238,0.0855,0.108,0.91,126.624,300693,4,1
0.618,0.518,6,-5.122,1,0.156,0.0498,0.000286,0.131,0.466,169.966,243625,4,2
0.736,0.354,1,-14.709,1,0.0475,0.579,0.0103,0.0757,0.62,97.924,194867,4,3
0.732,0.734,7,-10.574,1,0.0541,0.0777,0.172,0.327,0.687,104.764,274391,4,1
0.48,0.751,1,-5.702,0,0.0383,0.188,1.69e-05,0.163,0.789,177.371,257387,4,2
0.825,0.565,2,-8.263,1,0.159,0.231,0.00071,0.0659,0.821,92.469,232229,4,8
0.496,0.614,0,-9.82,1,0.0582,0.326,0.00287,0.0968,0.857,91.768,327680,4,8
0.588,0.576,6,-6.945,0,0.0367,0.218,0.0357,0.172,0.66,129.155,436840,4,5
0.676,0.657,4,-4.185,0,0.0333,0.64,4.95e-05,0.107,0.727,96.034,200687,4,5
0.681,0.897,8,-5.44,1,0.0874,0.672,0.0,0.1,0.852,140.803,169856,4,1
0.487,0.497,4,-5.776,0,0.064,0.124,0.167,0.109,0.195,160.317,246573,4,2
0.339,0.809,5,-8.902,0,0.0649,0.159,4.08e-05,0.349,0.922,126.539,334333,4,5
0.841,0.4,6,-10.703,1,0.0334,0.294,0.000367,0.0335,0.855,89.594,146267,3,1
0.853,0.704,2,-8.53,1,0.171,0.28,0.0,0.305,0.784,120.032,167667,4,8
0.61,0.564,5,-6.086,0,0.0258,0.147,0.00109,0.155,0.551,80.734,218409,4,5
0.631,0.726,5,-6.079,1,0.0296,0.16,9.6e-05,0.11,0.623,87.067,222371,4,1
0.676,0.769,7,-10.142,1,0.0535,0.00545,0.0256,0.131,0.891,117.733,306360,4,1
0.73,0.622,7,-11.7,0,0.0532,0.269,0.00874,0.111,0.752,90.973,299067,4,5
0.629,0.615,11,-10.972,0,0.0433,0.169,7.23e-05,0.132,0.673,118.805,303640,4,7
0.748,0.719,2,-11.172,0,0.0421,0.362,0.139,0.114,0.737,107.962,199427,4,5
0.49,0.569,1,-8.401,1,0.246,0.287,0.0,0.365,0.43,147.369,229600,3,10
0.666,0.903,0,-6.462,1,0.0456,0.23,0.616,0.151,0.913,111.84,152600,4,8
0.81,0.76,7,-4.368,1,0.0411,0.00281,0.002,0.101,0.945,133.251,160701,4,1
0.521,0.799,0,-11.993,1,0.097,0.106,0.732,0.332,0.709,175.921,185227,4,9
0.68,0.448,0,-8.398,1,0.0302,0.698,0.0,0.227,0.567,118.461,177707,3,6
0.793,0.601,4,-8.179,1,0.0317,0.0312,0.00351,0.105,0.703,103.003,215404,4,8
0.674,0.909,10,-3.369,0,0.0464,0.469,0.0131,0.105,0.969,103.942,243760,4,7
0.498,0.63,6,-5.808,0,0.0276,0.416,0.0,0.238,0.822,169.115,352920,4,7
0.463,0.562,0,-8.932,0,0.078,0.132,1.82e-05,0.111,0.787,164.391,183093,4,5
0.782,0.922,11,-4.028,0,0.0497,0.00655,0.0118,0.0728,0.761,104.015,255228,4,7
0.777,0.816,4,-5.198,1,0.102,0.592,0.0212,0.253,0.897,129.563,126040,4,8
0.84,0.405,10,-11.72,0,0.161,0.343,0.0236,0.111,0.823,90.038,170040,4,7
0.596,0.652,1,-4.703,1,0.0483,0.305,0.000866,0.071,0.898,162.675,229720,4,8
0.704,0.841,4,-5.732,0,0.0303,0.15,0.00283,0.11,0.769,119.98,199640,4,5
0.597,0.47,5,-10.207,1,0.033,0.248,0.0,0.127,0.615,128.8,126920,4,1
0.892,0.593,0,-9.429,0,0.0405,0.2,0.000339,0.0996,0.867,120.979,293227,4,5
0.843,0.48,11,-11.574,0,0.0492,0.28,0.000782,0.108,0.762,101.993,180493,4,7
0.675,0.681,7,-7.458,1,0.0364,0.481,0.0232,0.225,0.604,97.442,193000,4,1
0.54,0.681,4,-5.44,1,0.0508,0.808,0.0,0.162,0.794,88.385,307053,4,3
0.715,0.6,5,-7.728,0,0.0264,0.0714,0.00165,0.0876,0.77,86.989,202492,4,5
0.748,0.638,11,-12.028,0,0.0537,0.0474,0.0014,0.0751,0.961,154.709,228507,4,7
0.584,0.975,11,-6.534,0,0.0651,0.141,0.501,0.101,0.876,138.341,535333,4,9
0.803,0.338,6,-14.029,1,0.0349,0.196,0.038,0.097,0.912,106.841,155707,4,1
0.855,0.847,2,-9.019,1,0.042,0.234,0.00062,0.345,0.89,122.644,255133,4,8
0.372,0.642,11,-11.955,1,0.0594,0.0947,0.0,0.117,0.705,198.731,190058,4,2
0.664,0.586,4,-7.985,0,0.0283,0.334,2.96e-06,0.16,0.727,102.991,174520,4,5
0.47,0.385,6,-13.159,0,0.0296,0.767,0.0653,0.179,0.694,112.377,200973,4,3
0.751,0.683,1,-5.771,1,0.0338,0.155,7.83e-06,0.0611,0.631,120.983,176627,4,8
0.758,0.364,9,-7.491,0,0.0548,0.623,5.96e-06,0.138,0.533,95.619,137320,4,3
0.596,0.791,7,-8.88,1,0.0446,0.425,0.000295,0.0886,0.98,129.237,163000,4,1
0.864,0.813,2,-6.909,1,0.361,0.217,0.0,0.874,0.72,118.006,239733,4,4
0.779,0.776,2,-7.393,1,0.138,0.552,0.000108,0.0998,0.761,119.899,240160,4,8
0.45,0.74,1,-3.716,1,0.0577,0.739,0.0,0.106,0.904,131.941,196520,4,8
0.789,0.683,8,-8.835,1,0.086,0.48,0.0,0.35,0.882,92.311,233613,4,1
0.516,0.73,7,-7.136,1,0.0494,0.344,0.0,0.425,0.907,115.126,198693,4,1
0.424,0.465,6,-6.595,1,0.0297,0.461,5.52e-05,0.154,0.462,112.418,206387,3,6
0.393,0.362,7,-14.601,0,0.0305,0.599,0.0,0.333,0.515,107.743,163347,5,3
0.9,0.709,9,-12.683,1,0.0636,0.296,0.00047,0.0863,0.897,105.822,291320,4,1
0.556,0.61,9,-4.729,1,0.213,0.833,2.22e-06,0.258,0.665,199.373,171467,4,10
0.572,0.365,4,-7.583,0,0.0276,0.88,0.0,0.125,0.41,96.022,165733,4,3
0.593,0.791,8,-8.698,0,0.068,0.175,0.0,0.0976,0.63,112.295,188800,4,7
0.858,0.465,9,-13.434,1,0.0729,0.32,0.000604,0.0753,0.703,117.961,146707,4,1
0.476,0.585,11,-14.211,0,0.0478,0.107,1.43e-05,0.149,0.523,110.275,230507,4,7
0.758,0.731,2,-5.264,1,0.0506,0.107,0.00133,0.113,0.832,116.031,210654,4,8
0.772,0.397,7,-8.585,1,0.0391,0.339,0.00541,0.0753,0.617,97.964,172320,4,1
0.885,0.64,7,-5.305,1,0.0431,0.765,0.0,0.247,0.851,112.658,153413,4,1
0.781,0.837,2,-5.245,1,0.0325,0.711,6.69e-06,0.0565,0.961,120.586,149400,4,8
0.513,0.826,8,-8.407,0,0.0574,0.555,3.48e-05,0.366,0.539,94.582,177227,4,7
0.573,0.786,7,-4.354,1,0.0352,0.0634,0.212,0.117,0.612,110.289,171267,4,1
0.87,0.657,2,-7.32,1,0.0522,0.149,0.0102,0.053,0.893,110.596,495400,4,8
0.547,0.806,5,-8.947,1,0.0418,0.569,0.000146,0.427,0.971,141.78,194640,4,1
0.657,0.546,1,-9.738,1,0.269,0.616,0.0,0.226,0.757,73.131,278000,4,10
0.913,0.481,11,-8.459,1,0.0998,0.392,7.48e-05,0.0279,0.878,103.62,184467,4,1
0.54,0.389,4,-7.212,1,0.0345,0.757,1.22e-05,0.0836,0.954,121.288,150600,4,3
0.613,0.889,10,-4.807,1,0.0566,0.209,0.0,0.298,0.873,78.518,228667,4,1
0.692,0.651,9,-8.267,1,0.0324,0.292,0.00241,0.105,0.706,97.923,254560,4,1
0.873,0.651,1,-4.179,1,0.0374,0.0251,0.000107,0.213,0.828,115.002,178290,4,8
0.727,0.387,1,-12.333,1,0.0412,0.248,0.0102,0.0625,0.966,160.395,150400,4,8
0.786,0.418,9,-11.115,1,0.0432,0.218,0.000158,0.134,0.94,119.101,225373,4,1
0.643,0.74,5,-7.7,1,0.0371,0.052,0.0,0.0783,0.935,123.659,206893,4,1
0.67,0.584,8,-8.325,1,0.034,0.439,0.00614,0.178,0.944,98.185,179227,4,1
0.549,0.686,7,-10.313,1,0.136,0.291,0.0,0.201,0.926,172.601,156293,4,1
0.669,0.687,1,-9.999,1,0.0552,0.534,3.22e-05,0.233,0.918,102.211,170160,4,8
0.661,0.831,6,-4.187,1,0.0665,0.144,1.35e-06,0.102,0.666,128.021,211813,4,1
0.715,0.491,3,-8.126,1,0.0322,0.48,1.19e-05,0.124,0.875,107.941,195293,4,8
0.886,0.491,8,-12.589,1,0.171,0.29,2.46e-06,0.229,0.971,93.236,164560,4,1
0.798,0.455,9,-10.717,1,0.0668,0.423,0.017,0.0995,0.955,112.484,171115,4,1
0.696,0.547,5,-5.954,0,0.169,0.792,0.0,0.155,0.623,73.203,155507,4,3
0.747,0.226,7,-13.635,1,0.0414,0.908,0.000168,0.107,0.778,123.792,161960,4,3
0.578,0.178,5,-7.812,1,0.033,0.946,8.65e-06,0.121,0.256,111.555,160813,4,3
0.518,0.622,0,-8.805,1,0.0349,0.619,0.00992,0.513,0.601,95.958,172667,4,4
0.488,0.754,5,-7.95,0,0.0381,0.00154,2.42e-05,0.678,0.664,88.368,197160,4,4
0.713,0.8,7,-5.938,0,0.0349,0.0491,7.96e-05,0.0921,0.814,139.942,177200,4,7
0.756,0.401,7,-10.702,0,0.0526,0.582,0.011,0.0541,0.514,101.954,199396,4,3
0.565,0.644,6,-8.116,1,0.0696,0.426,0.0,0.264,0.633,97.716,452773,4,3
0.654,0.627,2,-6.137,1,0.0298,0.104,3.18e-05,0.143,0.817,109.057,149293,4,8
0.603,0.872,9,-4.111,1,0.0596,0.137,0.0,0.596,0.416,118.022,157054,4,4
0.575,0.963,1,-3.556,1,0.0798,0.00341,0.0728,0.096,0.459,132.987,263979,4,2
0.524,0.882,9,-3.445,1,0.0555,0.0809,0.0,0.336,0.534,139.011,256403,4,2
0.695,0.882,4,-5.322,1,0.0611,0.198,1.56e-05,0.125,0.585,99.061,209719,4,8
0.517,0.937,9,-2.661,1,0.0636,0.00693,0.0,0.227,0.648,175.115,138793,4,2
0.545,0.699,11,-7.033,1,0.0745,0.069,0.0,0.0988,0.638,159.984,149333,4,1
0.769,0.707,11,-5.45,1,0.035,0.00683,0.0225,0.0578,0.621,97.999,330515,4,1
0.689,0.796,3,-7.632,0,0.0675,0.158,0.000206,0.32,0.933,125.127,125390,4,5
0.446,0.993,6,-3.692,0,0.25,0.0133,0.00054,0.327,0.0587,135.936,216253,4,2
0.513,0.562,7,-10.888,1,0.0802,0.107,0.807,0.451,0.313,85.701,220291,4,9
0.625,0.891,6,-7.295,1,0.0446,0.00163,0.00104,0.512,0.607,95.022,142737,4,4
0.181,0.967,0,-3.159,1,0.0716,1.66e-05,4.05e-06,0.0598,0.536,196.926,179440,4,2
0.329,0.989,4,-5.239,0,0.152,5.87e-06,0.861,0.402,0.28,123.223,138131,4,9
0.511,0.789,11,-9.159,0,0.0456,0.0051,0.368,0.184,0.822,150.037,181819,4,7
0.36,0.846,2,-7.751,1,0.0793,0.00626,4.73e-05,0.131,0.344,98.542,124613,4,2
0.685,0.945,7,-1.464,1,0.16,0.027,8.89e-05,0.14,0.496,147.935,187302,4,2
0.226,0.994,4,-3.755,1,0.137,6.53e-05,6.55e-06,0.183,0.101,94.639,179500,4,2
0.537,0.806,2,-5.618,1,0.0682,0.004,2.02e-05,0.215,0.421,94.534,205108,4,8
0.51,0.928,2,-4.509,1,0.101,0.000792,3.91e-05,0.376,0.564,160.043,172500,4,2
0.432,0.903,2,-3.785,1,0.151,0.00456,1.59e-06,0.0589,0.634,161.422,154176,4,2
0.413,0.988,2,-2.958,1,0.191,0.000829,6.32e-06,0.141,0.461,187.996,169733,4,2
0.568,0.962,11,-3.801,1,0.0512,0.0249,2.15e-05,0.14,0.58,107.961,201528,4,1
0.557,0.918,9,-6.336,0,0.0619,0.000404,0.00482,0.363,0.531,105.029,216142,4,7
0.406,0.783,7,-5.3,0,0.035,0.000905,0.0,0.155,0.4,172.951,216047,4,2
0.491,0.911,2,-1.458,1,0.0983,5.27e-05,0.000103,0.129,0.601,174.968,175600,4,2
0.421,0.93,0,-3.201,0,0.0785,0.562,0.000434,0.175,0.488,154.893,144503,4,2
0.51,0.787,8,-5.569,1,0.0481,0.00133,0.0,0.381,0.689,167.0,159242,4,2
0.599,0.929,2,-7.359,1,0.116,0.000919,3.83e-05,0.135,0.396,121.085,146529,4,8
0.598,0.992,11,-1.449,1,0.0519,0.00263,0.000232,0.294,0.752,147.032,163402,4,1
0.352,0.952,6,-5.805,1,0.0664,0.0118,0.841,0.0748,0.44,119.155,152000,4,9
0.457,0.915,4,-1.623,0,0.167,0.00667,0.0,0.14,0.776,175.047,165614,4,2
0.507,0.854,11,-5.014,1,0.0537,0.0302,1.73e-05,0.126,0.471,148.952,177282,4,2
0.391,0.963,4,-2.94,1,0.151,1.9e-05,0.00973,0.0844,0.365,144.144,225839,4,2
0.615,0.868,1,-3.783,0,0.0413,0.00196,0.0,0.3,0.578,144.001,185778,4,5
0.54,0.933,8,-3.51,1,0.0338,0.000266,0.0,0.335,0.485,97.026,147260,4,1
0.454,0.977,1,-1.921,1,0.171,0.00453,2.03e-05,0.378,0.644,163.056,170391,4,2
0.558,0.866,3,-5.462,1,0.0533,0.0306,0.0,0.137,0.931,161.951,182254,4,8
0.502,0.858,6,-2.808,1,0.0458,0.00598,0.0,0.131,0.652,156.075,157934,4,2
0.269,0.989,1,-4.416,1,0.0773,6.26e-05,0.001,0.361,0.233,167.919,173173,4,2
0.514,0.942,10,-3.616,0,0.0508,0.000442,0.0,0.221,0.285,100.007,236507,4,7
0.433,0.926,8,-4.969,1,0.0588,0.00287,0.0,0.191,0.763,152.02,213560,4,2
0.614,0.95,7,-2.432,1,0.0444,0.000125,0.0,0.0813,0.517,107.979,196806,4,1
0.489,0.926,0,-4.702,1,0.0493,0.00119,0.000269,0.32,0.374,140.024,202115,4,2
0.621,0.8,0,-2.318,1,0.0465,0.0018,6.35e-06,0.295,0.526,119.932,140314,4,8
0.648,0.73,8,-9.295,0,0.0649,0.00369,0.748,0.426,0.273,89.995,142163,4,9
0.482,0.693,2,-3.477,1,0.0592,0.0042,0.0,0.0418,0.443,183.099,144478,4,2
0.297,0.945,4,-4.1,0,0.0558,0.00726,2.65e-05,0.654,0.583,169.997,221877,4,4
0.448,0.854,0,-3.685,1,0.0737,0.0543,0.0,0.128,0.439,166.07,172093,4,2
0.503,0.935,9,-4.552,1,0.0452,0.00243,0.000889,0.899,0.366,111.967,218026,4,4
0.257,0.888,8,-7.927,0,0.197,0.000763,0.000817,0.466,0.317,179.83,200500,4,2
0.543,0.897,1,-3.882,1,0.0773,0.00426,0.00381,0.107,0.965,76.481,134640,4,8
0.681,0.673,8,-6.847,1,0.0556,0.0976,0.0,0.17,0.655,151.955,211579,4,1
0.596,0.912,8,-3.872,1,0.0539,0.00102,0.0,0.225,0.402,114.023,167493,4,1
0.458,0.947,11,-2.308,0,0.221,1.29e-05,0.0,0.179,0.478,130.941,162516,4,7
0.507,0.822,1,-9.939,1,0.0878,0.0039,0.00162,0.0814,0.354,97.946,176040,4,8
0.489,0.663,2,-6.907,1,0.0971,0.000525,7.55e-05,0.0806,0.367,178.189,169888,4,2
0.433,0.884,2,-3.71,0,0.052,0.000372,0.0,0.317,0.462,90.002,188113,4,5
0.374,0.908,1,-3.518,1,0.0819,0.000119,1.38e-06,0.424,0.579,174.901,166650,4,2
0.66,0.649,6,-5.816,0,0.0515,0.00129,0.2,0.0719,0.818,80.998,154680,4,5
0.339,0.962,2,-5.355,1,0.0556,0.0349,0.0,0.111,0.267,168.128,184487,4,2
0.539,0.895,7,-4.605,1,0.106,0.0119,0.0,0.135,0.556,169.98,168566,4,2
0.402,0.965,4,-4.097,1,0.0714,0.000123,2.48e-05,0.112,0.512,186.016,172481,4,2
0.693,0.84,7,-4.222,1,0.0563,0.104,0.0115,0.145,0.91,118.039,237980,4,1
0.58,0.733,5,-4.008,1,0.0329,0.000557,0.0,0.145,0.676,136.02,165893,4,1
0.419,0.927,8,-5.017,1,0.0956,4.08e-05,0.0,0.126,0.698,199.827,182308,4,2
0.405,0.91,11,-4.272,1,0.0852,0.00144,1.12e-06,0.11,0.767,155.285,185880,4,2
0.777,0.695,7,-7.57,1,0.226,0.088,5.05e-06,0.694,0.905,87.011,121724,4,4
